State,APMC's,Commodity,Min Price,Modal Price,Max Price,Date
RAJASTHAN,AABU ROAD,TOMATO,"2,600","2,600","2,600",10-09-2025
RAJASTHAN,AABU ROAD,BRINJAL,"3,900","3,900","3,900",10-09-2025
RAJASTHAN,BARMER,CAULIFLOWER,"3,332","3,332","3,332",10-09-2025
RAJASTHAN,BIKANER F AND V,SWEET CORN,990,"1,000","1,000",10-09-2025
RAJASTHAN,BIKANER F AND V,PINE APPLE,"4,990","4,990","5,000",10-09-2025
RAJASTHAN,BIKANER F AND V,GINGER,"3,950","3,950","4,000",10-09-2025
RAJASTHAN,DEI,URAD (BLACK GRAM),"5,411","5,555","5,555",10-09-2025
RAJASTHAN,GAJSINGHPUR,GUAR SEEDS,"4,500","4,500","4,670",10-09-2025
RAJASTHAN,JALORE,TINDA,"2,400","2,500","2,500",10-09-2025
RAJASTHAN,JALORE,SPRING ONION,"1,200","2,800","2,800",10-09-2025
RAJASTHAN,KEKRI,MAIZE,"2,302","2,525","2,525",10-09-2025
RAJASTHAN,KHAIRTHAL,ARHAR WHOLE / TUR (RED GRAM),"4,100","4,100","4,100",10-09-2025
RAJASTHAN,NIMBAHERA,ISABGOL,"7,000","7,000","7,000",10-09-2025
RAJASTHAN,NIWAI,BARLEY (JAU),"2,310","2,310","2,310",10-09-2025
RAJASTHAN,PILIBANGA,COTTON,"6,511","6,511","6,511",10-09-2025
RAJASTHAN,SIKAR,ARBI (COLACASIA),"2,800","2,800","2,800",10-09-2025
TAMIL NADU,CHETPET,URAD (BLACK GRAM),"6,000","6,656","6,669",10-09-2025
TAMIL NADU,CHEYYAR,GROUNDNUT KERNEL_80 KG(TN),"9,624","9,662","9,662",10-09-2025
TAMIL NADU,MANAMADURAI,TAMARIND SEED LOCAL,"2,500","2,500","2,500",10-09-2025
TAMIL NADU,PANRUTI,RAGI,"3,572","3,572","3,572",10-09-2025
TAMIL NADU,THALAVADI,ARECA NUT (BETEL NUT),"6,500","16,500","18,000",10-09-2025
TAMIL NADU,ULUNDURPETTAI,COPRA_80 KG(TN),"21,124","21,374","22,222",10-09-2025
TAMIL NADU,VANDAVASI,COPRA,"13,632","16,539","17,111",10-09-2025
TAMIL NADU,VIKIRAVANDI,MILLET,"2,801","3,060","3,340",10-09-2025
TELANGANA,KESAMUDRAM,TURMERIC FINGER,"8,851","8,851","8,851",10-09-2025
UTTAR PRADESH,HATHRAS,PUMPKIN,"1,120","1,120","1,120",10-09-2025
UTTAR PRADESH,HATHRAS,CUCUMBER,930,"1,120","1,120",10-09-2025
UTTAR PRADESH,JAUNPUR APMC,LOBIA,"2,870","2,870","2,870",10-09-2025
UTTAR PRADESH,SADABAD APMC,TOMATO,"5,202","5,202","5,202",10-09-2025
UTTAR PRADESH,SAMBHAL APMC,CAULIFLOWER,"2,800","2,800","2,800",10-09-2025
UTTAR PRADESH,SHAGANJ,BRINJAL,"1,780","1,780","1,780",10-09-2025
UTTAR PRADESH,SHAHJAHANPUR,GREEN CHILLI,"2,000","2,000","2,000",10-09-2025
UTTAR PRADESH,VARANASI,LADY FINGER,"1,520","1,520","1,520",10-09-2025
UTTAR PRADESH,VARANASI,BRINJAL,"1,520","1,520","1,520",10-09-2025
UTTARAKHAND,KASHIPUR,BANANA,"2,200","2,200","2,200",10-09-2025
UTTARAKHAND,KASHIPUR,MANGO,"2,300","2,300","2,300",10-09-2025
UTTARAKHAND,RAMNAGAR,GINGER,"5,000","5,000","5,000",10-09-2025
UTTARAKHAND,RAMNAGAR,CABBAGE,"1,500","1,500","1,500",10-09-2025
UTTARAKHAND,RISHIKESH,CAULIFLOWER,"2,865","2,975","2,975",10-09-2025
UTTARAKHAND,RISHIKESH,RIDGE GOURD (TURAI),"1,285","1,285","1,285",10-09-2025
WEST BENGAL,BISHNUPUR,BITTER GOURD,"4,200","4,200","4,200",10-09-2025
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,PAPAYA,"1,300","1,300","1,300",10-09-2025
WEST BENGAL,SAMSHERGANJ KRISHAK BAZAR,TOMATO,"3,250","3,250","3,250",10-09-2025
WEST BENGAL,SAMSHERGANJ KRISHAK BAZAR,POINTED GOURD (PARWAL),"3,750","3,750","3,750",10-09-2025
GUJARAT,BILIMORA,BEANS -CLUSTER,"5,000","5,750","5,750",10-09-2025
GUJARAT,BILIMORA,TOMATO,"2,500","2,500","2,500",10-09-2025
GUJARAT,MORBI,WHITE-GINGELY,"10,100","10,100","10,100",10-09-2025
HARYANA,BARWALA HISAR,PUMPKIN,"1,500","1,500","1,500",10-09-2025
HARYANA,CH DADRI,BITTER GOURD,"4,000","4,000","4,000",10-09-2025
HARYANA,CH DADRI,RADDISH,"3,000","3,000","3,000",10-09-2025
HARYANA,CH DADRI,CAPSICUM,"6,000","6,000","6,000",10-09-2025
HARYANA,CHHACHHRAULI,ONION,"1,900","2,000","2,500",10-09-2025
HARYANA,CHHACHHRAULI,TOMATO,"2,700","3,300","3,900",10-09-2025
HARYANA,CHHACHHRAULI,COLOCASIA VEGETABLE,"1,950","2,100","2,100",10-09-2025
HARYANA,DABWALI,GARLIC,"3,000","5,000","5,000",10-09-2025
HARYANA,DABWALI,RIDGE GOURD (TURAI),"3,650","5,000","5,000",10-09-2025
HARYANA,DABWALI,GUAVA,"2,500","2,500","5,458",10-09-2025
HARYANA,DABWALI,POMEGRANATE,"14,984","14,984","14,984",10-09-2025
HARYANA,DABWALI,CABBAGE,"2,000","2,100","2,200",10-09-2025
HARYANA,ELLANABAD,GARLIC,"4,700","4,700","4,700",10-09-2025
HARYANA,ELLANABAD,SWEET LEMON (MOSAMBI),"3,000","4,000","4,000",10-09-2025
HARYANA,ELLANABAD,ARBI (COLACASIA),"2,000","3,500","3,500",10-09-2025
HARYANA,ELLANABAD,LEMON,"3,000","3,000","4,000",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,GUAVA,"1,200","1,200","1,200",10-09-2025
HARYANA,HANSI,SPINACH (PALAK),"3,000","4,000","4,000",10-09-2025
HARYANA,HANSI,CHIKOOS,"6,000","6,000","7,000",10-09-2025
HARYANA,HANSI,PEAR,"6,000","6,000","8,000",10-09-2025
HARYANA,NARAINGARH APMC,CAPSICUM,"4,000","4,000","5,000",10-09-2025
HARYANA,NARAINGARH APMC,LEMON,"3,800","3,800","3,800",10-09-2025
HARYANA,NARAINGARH APMC,POMEGRANATE,"8,000","8,000","12,000",10-09-2025
HARYANA,NARAINGARH APMC,LADY FINGER,"1,500","1,500","3,000",10-09-2025
HARYANA,NARAINGARH APMC,APPLE,"2,000","2,000","2,000",10-09-2025
HARYANA,PANIPAT,PEAS GREEN,"1,800","1,800","1,800",10-09-2025
HARYANA,PUNDRI,PEAS GREEN,"8,000","9,000","9,000",10-09-2025
HARYANA,SADHAURA APMC,BRINJAL,"1,500","1,500","2,000",10-09-2025
HARYANA,SHAHZADPUR APMC,GREEN CHILLI,"2,000","2,000","3,000",10-09-2025
HARYANA,SIRSA,GINGER,"4,500","4,500","5,500",10-09-2025
HARYANA,SIRSA,BEETROOT,"2,700","2,700","2,700",10-09-2025
HARYANA,SIRSA,BEANS -CLUSTER,"4,500","4,500","4,500",10-09-2025
HARYANA,SIRSA,CHIKOOS,"4,000","4,500","4,500",10-09-2025
HARYANA,SIRSA,PLUM,"4,000","4,000","4,000",10-09-2025
HARYANA,SOHNA,LADY FINGER,"2,000","4,000","4,000",10-09-2025
HARYANA,SOHNA,PUMPKIN,"1,400","1,400","1,500",10-09-2025
HARYANA,SOHNA,RIDGE GOURD (TURAI),"3,000","3,000","3,000",10-09-2025
HARYANA,SOHNA,CABBAGE,"2,500","3,000","3,000",10-09-2025
HARYANA,TAURU APMC,LEMON,"5,000","5,000","5,000",10-09-2025
HARYANA,TAURU APMC,CAULIFLOWER,"4,000","4,000","4,000",10-09-2025
HARYANA,TAURU APMC,MOUSAMBI,"2,300","2,300","2,300",10-09-2025
HARYANA,THANESAR,SPINACH (PALAK),"2,500","2,500","2,500",10-09-2025
HARYANA,THANESAR,SPONGE GOURD,"2,000","2,000","2,000",10-09-2025
HIMACHAL PRADESH,CHAMBA,CUCUMBER,"3,000","3,000","3,000",10-09-2025
HIMACHAL PRADESH,CHAMBA,GREEN CHILLI,"1,800","1,800","1,800",10-09-2025
HIMACHAL PRADESH,DHARAMSHALA,APPLE,"7,500","7,500","7,500",10-09-2025
HIMACHAL PRADESH,DHARAMSHALA,BOTTLE GOURDE,"6,500","6,500","6,500",10-09-2025
HIMACHAL PRADESH,HAMIRPUR,BITTER GOURD,"6,350","6,350","6,350",10-09-2025
HIMACHAL PRADESH,KANGRA,PINE APPLE,"4,500","4,500","4,500",10-09-2025
HIMACHAL PRADESH,PALAMPUR,APPLE-ROYAL DEL MEDIUM,"9,000","9,000","9,000",10-09-2025
HIMACHAL PRADESH,PALAMPUR,BRINJAL,"5,200","5,200","5,200",10-09-2025
HIMACHAL PRADESH,PALAMPUR,RADDISH,"3,500","3,500","3,500",10-09-2025
HIMACHAL PRADESH,SANTOSHGARH,BOTTLE GOURD,"3,700","3,700","3,700",10-09-2025
HIMACHAL PRADESH,UNA,LADY FINGER,"5,000","5,000","5,000",10-09-2025
JAMMU AND KASHMIR,NARWAL,LADY FINGER,"2,223","2,223","2,223",10-09-2025
MADHYA PRADESH,KHANDWA,MOONG WHOLE (GREEN GRAM),"7,051","7,051","7,150",10-09-2025
MAHARASHTRA,UMARGA,JOWAR,"2,500","2,500","2,500",10-09-2025
ODISHA,DEOGARH,CHILLIES,"5,100","5,100","5,100",10-09-2025
ODISHA,HINDOL,CAULIFLOWER,"3,000","3,000","3,000",10-09-2025
ODISHA,JAGATSINGHPUR,BITTER GOURD,"4,500","4,500","4,500",10-09-2025
ODISHA,KHARIAR ROAD,GREEN CHILLI,"4,500","4,500","4,500",10-09-2025
PUDUCHERRY,THATTANCHAVADY,URAD (BLACK GRAM),"5,888","6,399","6,399",10-09-2025
PUNJAB,MALERKOTLA,MAIZE,"2,050","2,050","2,050",10-09-2025
RAJASTHAN,AABU ROAD,SPINACH (PALAK),"5,000","5,000","5,000",10-09-2025
RAJASTHAN,BIJAY NAGAR,CHILLI-273,"2,000","2,500","2,500",10-09-2025
RAJASTHAN,BIKANER F AND V,POINTED GOURD (PARWAL),"1,000","1,000","1,000",10-09-2025
RAJASTHAN,HANUMANGARH TOWN,CHANA (BENGAL GRAM),"5,635","5,635","5,635",10-09-2025
RAJASTHAN,JALORE,CAULIFLOWER,"1,800","1,800","1,800",10-09-2025
RAJASTHAN,JALORE,GINGER,"4,000","4,500","4,500",10-09-2025
RAJASTHAN,JALORE,CAPSICUM,"2,800","4,000","4,000",10-09-2025
RAJASTHAN,SIKAR,CABBAGE,"1,700","1,700","1,700",10-09-2025
RAJASTHAN,SRI MADHOPUR,TARAMIRA,"3,600","3,600","3,600",10-09-2025
RAJASTHAN,UDAIPUR F AND V,LOBIA PODS,"3,000","3,000","3,000",10-09-2025
TAMIL NADU,ATTHUR,COPRA,"22,519","22,519","22,519",10-09-2025
TAMIL NADU,COIMBATORE,BOTTLE GOURD,"1,800","1,800","1,800",10-09-2025
TAMIL NADU,CUMBUM,GARLIC,"5,700","5,700","5,700",10-09-2025
TAMIL NADU,GOBICHETTIPALAYAM,COPRA,"23,000","23,000","23,000",10-09-2025
TAMIL NADU,KONGANAPURAM,LADY FINGER,400,400,400,10-09-2025
TAMIL NADU,PANRUTI,FOX TAIL MILLET,"3,072","3,072","3,072",10-09-2025
TAMIL NADU,PANRUTI,COTTON,"1,610","7,299","7,299",10-09-2025
TAMIL NADU,THIRUKOVILUR,COPRA_80 KG(TN),"12,874","21,452","21,874",10-09-2025
TAMIL NADU,THIYAGADURGAM,BAJRA-LOCAL,"2,801","2,801","2,801",10-09-2025
TAMIL NADU,ULUNDURPETTAI,GINGELLY_80 KG(TN),"6,749","7,399","8,874",10-09-2025
TAMIL NADU,VANDAVASI,GROUNDNUT KERNEL_80 KG(TN),"8,103","8,103","8,103",10-09-2025
TELANGANA,ZAHEERABAD,REDGRAM-RED,"5,650","5,810","5,810",10-09-2025
UTTAR PRADESH,CHANDAULI,LADY FINGER,"1,320","1,320","1,320",10-09-2025
UTTAR PRADESH,HAPUR,SPONGE GOURD,"1,300","1,300","1,300",10-09-2025
UTTAR PRADESH,SANDILA APMC,BRINJAL,"1,300","1,300","1,300",10-09-2025
UTTARAKHAND,BHAGWANPUR,BRINJAL,"1,000","1,000","1,000",10-09-2025
UTTARAKHAND,KHATIMA,LEMON,"3,200","3,200","3,200",10-09-2025
UTTARAKHAND,RAMNAGAR,PUMPKIN,"1,500","1,500","1,500",10-09-2025
UTTARAKHAND,RAMNAGAR,BANANA,"1,500","1,500","1,500",10-09-2025
UTTARAKHAND,RISHIKESH,BRINJAL,"1,455","1,475","1,475",10-09-2025
UTTARAKHAND,RISHIKESH,PUMPKIN,"1,225","1,225","1,225",10-09-2025
UTTARAKHAND,RUDRAPUR,RADDISH,"1,600","1,600","1,600",10-09-2025
UTTARAKHAND,SITARGANJ,BHINDI (LADIES FINGER),"1,200","1,200","1,200",10-09-2025
UTTARAKHAND,SITARGANJ,PUMPKIN,"1,000","1,000","1,000",10-09-2025
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,LADY FINGER,"2,800","2,800","2,800",10-09-2025
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,BRINJAL,"4,500","4,500","4,500",10-09-2025
WEST BENGAL,JIYAGANJ KRISHAK BAZAR,POINTED GOURD (PARWAL),"3,300","3,300","3,300",10-09-2025
WEST BENGAL,SAMSHERGANJ KRISHAK BAZAR,LADY FINGER,"1,800","1,800","1,800",10-09-2025
ANDHRA PRADESH,KURNOOL,AJWAIN,"12,212","12,212","12,212",10-09-2025
GUJARAT,JHALOD,MOONG WHOLE (GREEN GRAM),"7,500","7,500","7,500",10-09-2025
GUJARAT,VISAVADAR,WHEAT,"2,540","2,600","2,600",10-09-2025
HARYANA,BARWALA HISAR,SWEET CORN,"2,500","2,500","2,500",10-09-2025
HARYANA,BARWALA HISAR,PEAR,"5,000","5,000","5,000",10-09-2025
HARYANA,BARWALA HISAR,BITTER GOURD,"3,000","3,000","3,000",10-09-2025
HARYANA,BARWALA HISAR,BRINJAL,"3,000","3,000","3,000",10-09-2025
HARYANA,BARWALA HISAR,ARBI (COLACASIA),"3,000","3,000","3,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,CAPSICUM,"5,000","6,000","6,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,ARBI (COLACASIA),"2,500","2,500","2,500",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,GUAVA,"1,000","1,000","1,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,CABBAGE,"2,000","2,000","2,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,CAULIFLOWER,"5,000","6,000","6,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,CUCUMBER,"2,500","2,500","2,500",10-09-2025
HARYANA,CH DADRI,BRINJAL,"3,000","3,000","3,000",10-09-2025
HARYANA,CH DADRI,MAIZE,"2,500","2,500","2,500",10-09-2025
HARYANA,CH DADRI,WATER MELON,"2,500","2,500","2,500",10-09-2025
HARYANA,CH DADRI,IVY GOURD (KUNDRU),"2,500","2,500","2,500",10-09-2025
HARYANA,CH DADRI,TINDA,"4,000","4,000","4,000",10-09-2025
HARYANA,CH DADRI,BOTTLE GOURD,"2,600","2,600","2,600",10-09-2025
HARYANA,CH DADRI,GUAVA,"6,000","6,000","6,000",10-09-2025
HARYANA,CH DADRI,SPINACH (PALAK),"5,000","5,000","5,000",10-09-2025
HARYANA,CHHACHHRAULI,BRINJAL,"2,000","2,400","2,400",10-09-2025
HARYANA,DABWALI,PLUM,"5,200","5,200","5,200",10-09-2025
HARYANA,DABWALI,WATER MELON,"2,914","2,914","2,914",10-09-2025
HARYANA,DABWALI,PINE APPLE,"3,800","3,800","4,486",10-09-2025
HARYANA,DABWALI,ARBI (COLACASIA),"2,500","2,500","2,500",10-09-2025
HARYANA,DABWALI,SPINACH (PALAK),"1,550","1,550","3,000",10-09-2025
HARYANA,DABWALI,TINDA,"3,000","3,000","3,000",10-09-2025
HARYANA,ELLANABAD,PINE APPLE,"4,000","5,000","5,000",10-09-2025
HARYANA,ELLANABAD,POMEGRANATE,"12,000","13,000","13,000",10-09-2025
HARYANA,ELLANABAD,BEANS -CLUSTER,"4,000","6,000","6,000",10-09-2025
HARYANA,ELLANABAD,ORANGE,"4,000","4,000","4,000",10-09-2025
HARYANA,ELLANABAD,CABBAGE,"2,500","2,500","2,500",10-09-2025
HARYANA,FARIDABAD,WATER MELON,"2,500","2,500","2,500",10-09-2025
HARYANA,FARIDABAD,BEANS -CLUSTER,"1,200","1,200","1,200",10-09-2025
HARYANA,FARIDABAD,CHIKOOS,"3,200","3,500","3,500",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,PUMPKIN,"1,200","1,200","1,200",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,CABBAGE,"1,600","1,800","1,800",10-09-2025
HARYANA,HANSI,ARBI (COLACASIA),"2,500","2,500","2,500",10-09-2025
HARYANA,HANSI,FRENCH BEAN,"5,000","6,000","6,000",10-09-2025
HARYANA,HANSI,BEETROOT,"3,000","3,300","3,300",10-09-2025
HARYANA,HANSI,PUMPKIN,"1,000","1,000","1,000",10-09-2025
HARYANA,NARAINGARH APMC,PEAR,"3,000","3,000","3,000",10-09-2025
HARYANA,NARAINGARH APMC,RADDISH,"1,500","1,500","1,500",10-09-2025
HARYANA,PANIPAT,BITTER GOURD,700,700,700,10-09-2025
HARYANA,PANIPAT,GRAPES,"1,000","1,000","1,000",10-09-2025
HARYANA,PUNDRI,PEAR,"4,500","4,500","4,500",10-09-2025
HARYANA,PUNDRI,POMEGRANATE,"8,200","9,000","9,000",10-09-2025
HARYANA,SADHAURA APMC,LADY FINGER,"2,000","2,000","2,000",10-09-2025
HARYANA,SADHAURA APMC,CUCUMBER,"2,000","2,000","2,000",10-09-2025
HARYANA,SADHAURA APMC,PUMPKIN,"1,500","1,600","1,600",10-09-2025
HARYANA,SHAHZADPUR APMC,PEAS GREEN,"3,000","3,000","4,500",10-09-2025
HARYANA,SHAHZADPUR APMC,BRINJAL,"2,000","2,500","2,500",10-09-2025
HARYANA,SHAHZADPUR APMC,CAULIFLOWER,"3,000","3,000","3,000",10-09-2025
HARYANA,SHAHZADPUR APMC,CUCUMBER,"2,000","2,000","2,000",10-09-2025
HARYANA,SHAHZADPUR APMC,CABBAGE,"2,000","2,000","2,000",10-09-2025
HARYANA,SHAHZADPUR APMC,LEMON,"3,700","3,700","3,800",10-09-2025
HARYANA,SIRSA,RADDISH,"2,500","2,500","2,500",10-09-2025
HARYANA,SIRSA,CARROT,"2,500","2,500","3,500",10-09-2025
HARYANA,SIRSA,GARLIC,"5,000","6,500","6,500",10-09-2025
HARYANA,SIRSA,LADY FINGER,"3,200","3,200","3,200",10-09-2025
HARYANA,SIWAN,ONION,"2,100","2,100","2,100",10-09-2025
HARYANA,SOHNA,MAIZE,"1,400","1,400","1,400",10-09-2025
HARYANA,SOHNA,CAULIFLOWER,"3,500","4,000","4,000",10-09-2025
HARYANA,SOHNA,SPINACH (PALAK),"2,000","2,000","2,000",10-09-2025
HARYANA,TAURU APMC,PUMPKIN,"2,000","2,000","2,000",10-09-2025
HARYANA,TAURU APMC,GINGER,"5,000","5,000","6,000",10-09-2025
HARYANA,TAURU APMC,CABBAGE,"2,000","2,000","2,000",10-09-2025
HARYANA,THANESAR,GARLIC,"6,500","6,500","6,500",10-09-2025
HIMACHAL PRADESH,BAIJNATH,APPLE,"9,500","9,500","9,500",10-09-2025
HIMACHAL PRADESH,BAIJNATH,TOMATO,"3,300","3,400","3,400",10-09-2025
HIMACHAL PRADESH,CHAMBA,LADY FINGER,"4,500","4,500","4,500",10-09-2025
HIMACHAL PRADESH,DHARAMSHALA,LEMON,"6,000","6,000","6,000",10-09-2025
HIMACHAL PRADESH,DHARAMSHALA,CABBAGE,"3,000","3,000","3,000",10-09-2025
HIMACHAL PRADESH,DHARAMSHALA,BHINDI (LADIES FINGER),"5,000","5,000","5,000",10-09-2025
HIMACHAL PRADESH,PALAMPUR,SPONGE GOURD,"5,000","5,000","5,000",10-09-2025
HIMACHAL PRADESH,PALAMPUR,GUAVA,"6,500","6,500","6,500",10-09-2025
HIMACHAL PRADESH,SANTOSHGARH,CABBAGE,"2,900","2,900","2,900",10-09-2025
HIMACHAL PRADESH,SANTOSHGARH,LADY FINGER,"4,000","4,000","4,000",10-09-2025
HIMACHAL PRADESH,SANTOSHGARH,BITTER GOURD,"4,000","4,000","4,000",10-09-2025
HIMACHAL PRADESH,SANTOSHGARH,BRINJAL,"3,600","3,600","3,600",10-09-2025
HIMACHAL PRADESH,SANTOSHGARH,CUCUMBER,"2,400","2,400","2,400",10-09-2025
HIMACHAL PRADESH,UNA,CAPSICUM,"6,000","6,000","6,000",10-09-2025
JAMMU AND KASHMIR,NARWAL,BITTER GOURD,"3,500","3,500","3,500",10-09-2025
JAMMU AND KASHMIR,NARWAL,BRINJAL,"4,000","4,000","4,000",10-09-2025
MADHYA PRADESH,BINA,MUSTARD,"6,300","6,300","7,500",10-09-2025
MADHYA PRADESH,GOTEGAON,WHEAT,"2,601","2,601","2,601",10-09-2025
MADHYA PRADESH,NEEMUCH,RAJMA,"8,255","8,255","8,255",10-09-2025
MAHARASHTRA,JALGAON,MOONG WHOLE (GREEN GRAM),"8,000","8,000","8,000",10-09-2025
MAHARASHTRA,MANORA,JOWAR,"1,500","1,500","1,500",10-09-2025
MAHARASHTRA,NER PARASOPANT,CHANA,"5,080","5,080","5,080",10-09-2025
MAHARASHTRA,PARTUR,TUR/ARHAR-PEGION PIE,"6,100","6,100","6,100",10-09-2025
ODISHA,BALUGAON,BITTER GOURD,"3,400","3,400","3,400",10-09-2025
ODISHA,BALUGAON,GREEN CHILLI,"3,800","3,800","3,800",10-09-2025
ODISHA,HINDOL,BITTER GOURD,"4,400","4,400","4,400",10-09-2025
ODISHA,JAGATSINGHPUR,CUCUMBER,"4,500","4,500","4,500",10-09-2025
PUDUCHERRY,THATTANCHAVADY,DRY CHILLY_10 KG(TN),"6,290","6,290","9,100",10-09-2025
PUDUCHERRY,THATTANCHAVADY,PADDY(75 KG),"1,680","1,680","1,680",10-09-2025
RAJASTHAN,AABU ROAD,CABBAGE,"1,500","1,500","1,500",10-09-2025
RAJASTHAN,AABU ROAD,CUCUMBER,"4,000","4,000","4,000",10-09-2025
RAJASTHAN,AJMER F AND V,MINT LEAVES,"2,800","2,802","2,810",10-09-2025
RAJASTHAN,AJMER F AND V,RADDISH,"1,100","1,104","1,106",10-09-2025
RAJASTHAN,BANDIKUI,BARLEY (JAU),"2,315","2,315","2,315",10-09-2025
RAJASTHAN,BHAWANI MANDI,MASOOR,"7,500","7,500","7,500",10-09-2025
RAJASTHAN,BIJAY NAGAR,SWEET CORN,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIJAY NAGAR,CORIANDAR,"1,500","2,000","2,000",10-09-2025
RAJASTHAN,BIJAY NAGAR,BOTTLE GOURD,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIJAY NAGAR,BEANS -CLUSTER,"1,500","2,000","2,000",10-09-2025
RAJASTHAN,BIJAY NAGAR,BITTER GOURD,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIKANER F AND V,ORANGE,"5,000","5,000","5,000",10-09-2025
RAJASTHAN,BIKANER F AND V,CARROT,"1,590","1,590","1,600",10-09-2025
RAJASTHAN,CHAKSU,BARLEY (JAU),"2,100","2,100","2,100",10-09-2025
RAJASTHAN,DOONI,BAJRA,"2,100","2,179","2,179",10-09-2025
RAJASTHAN,JALORE,BEETROOT,"2,400","2,400","2,400",10-09-2025
RAJASTHAN,JALORE,CORIANDER LEAVES,"2,800","4,000","4,000",10-09-2025
RAJASTHAN,JALORE,LEMON,"1,500","1,800","1,800",10-09-2025
RAJASTHAN,JALORE,RIDGE GOURD (TURAI),"3,500","3,500","3,500",10-09-2025
RAJASTHAN,MALPURA,CUMMIN,"16,600","16,600","16,600",10-09-2025
RAJASTHAN,NADBAI,BARLEY (JAU),"2,100","2,100","2,100",10-09-2025
RAJASTHAN,NIWAI,BAJRA,"2,330","2,330","2,330",10-09-2025
RAJASTHAN,PILIBANGA,GUAR SEEDS,"4,725","4,725","4,725",10-09-2025
RAJASTHAN,RAWLA,CHANA (BENGAL GRAM),"5,655","5,655","5,655",10-09-2025
RAJASTHAN,SIKAR,BEANS -CLUSTER,"6,000","6,500","6,500",10-09-2025
RAJASTHAN,SIKAR,SPINACH (PALAK),"1,500","1,700","1,700",10-09-2025
TAMIL NADU,AVALURPET,URAD (BLACK GRAM),"4,059","6,069","6,069",10-09-2025
TAMIL NADU,CHEYYAR,COPRA,"19,200","19,900","19,900",10-09-2025
TAMIL NADU,CUMBUM,GINGILY (SESAME SEED)- BLACK,"12,800","12,800","12,800",10-09-2025
TAMIL NADU,GINGEE,URAD (BLACK GRAM),"6,400","6,400","6,400",10-09-2025
TAMIL NADU,GINGEE,RAGI-LOCAL,"3,053","3,053","3,053",10-09-2025
TAMIL NADU,GINGEE,GINGELLY_80 KG(TN),"8,567","8,567","8,567",10-09-2025
TAMIL NADU,KALLAKURICHI,GROUNDNUT KERNEL_80 KG(TN),"10,688","10,688","10,688",10-09-2025
TAMIL NADU,MANALURPET,GROUNDNUT TJ,"7,227","7,227","7,227",10-09-2025
TAMIL NADU,RAJAPALAYAM,COPRA,"15,000","21,000","21,000",10-09-2025
TAMIL NADU,SEMBANARKOIL,COTTON,"7,829","7,829","7,829",10-09-2025
TAMIL NADU,VELLAKOIL,COPRA,"19,025","19,025","19,025",10-09-2025
TAMIL NADU,VELLORE,GROUNDNUT KERNEL_80 KG(TN),"10,148","10,278","10,612",10-09-2025
TAMIL NADU,VIKIRAVANDI,GINGELLY_80 KG(TN),"4,524","7,087","9,517",10-09-2025
TELANGANA,SADASIVPET,URAD (BLACK GRAM),"6,665","6,665","6,665",10-09-2025
TELANGANA,WARANGAL,ARHAR WHOLE / TUR (RED GRAM),"5,533","5,533","5,859",10-09-2025
UTTAR PRADESH,AZAMGARH,RIDGE GOURD (TURAI),"1,000","1,000","1,000",10-09-2025
UTTAR PRADESH,CHANDAULI,BOTTLE GOURD,"1,350","1,350","1,350",10-09-2025
UTTAR PRADESH,CHANDAULI,RIDGE GOURD (TURAI),"1,360","1,360","1,360",10-09-2025
UTTAR PRADESH,CHANDAULI,BRINJAL,"1,400","1,400","1,400",10-09-2025
UTTAR PRADESH,HARDOI,BOTTLE GOURD,"1,000","1,000","1,000",10-09-2025
UTTAR PRADESH,HARDOI,BITTER GOURD,"1,000","1,000","1,000",10-09-2025
UTTAR PRADESH,HATHRAS,CAULIFLOWER,"1,420","1,420","1,420",10-09-2025
UTTAR PRADESH,HATHRAS,CABBAGE,"1,310","1,310","1,310",10-09-2025
UTTAR PRADESH,PALIA KALAN,GINGER,"3,000","3,000","3,000",10-09-2025
UTTAR PRADESH,PALIA KALAN,TOMATO,"2,850","2,850","2,850",10-09-2025
UTTAR PRADESH,PRATAPGARH,CAULIFLOWER,"2,200","2,200","2,200",10-09-2025
UTTAR PRADESH,SADABAD APMC,CAULIFLOWER,"1,503","1,503","1,503",10-09-2025
UTTAR PRADESH,VARANASI,BOTTLE GOURD,"1,110","1,110","1,110",10-09-2025
UTTARAKHAND,BHAGWANPUR,BOTTLE GOURD,800,800,800,10-09-2025
UTTARAKHAND,HALDWANI,RIDGE GOURD (TURAI),920,920,920,10-09-2025
UTTARAKHAND,JASPUR,BITTER GOURD,"1,400","1,400","1,400",10-09-2025
