State,APMC's,Commodity,Min Price,Modal Price,Max Price,Date
ANDHRA PRADESH,KADAPA,TURMERIC FINGER,"10,602","10,602","10,652",10-09-2025
ANDHRA PRADESH,PALAMANER,TOMATO,"1,500","1,500","15,600",10-09-2025
ODISHA,JEYPORE,TOMATO,"3,800","3,800","3,800",10-09-2025
ODISHA,JEYPORE,BRINJAL,"3,300","3,300","3,300",10-09-2025
UTTAR PRADESH,SHAMLI,POTATO,"1,000","1,200","1,200",10-09-2025
UTTARAKHAND,DEHRADUN,POTATO,"1,300","1,300","1,300",10-09-2025
ANDHRA PRADESH,ADONI,CASTOR SEED,"5,533","6,088","6,194",10-09-2025
HARYANA,THANESAR,TOMATO,"1,750","2,000","2,000",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,SOYABEANS,"4,050","4,050","4,395",10-09-2025
RAJASTHAN,SRIKARANPUR,WHEAT,"2,579","2,801","2,801",10-09-2025
HIMACHAL PRADESH,PATIKUHAL,APPLE,"1,100","4,000","6,000",10-09-2025
RAJASTHAN,SIKAR,SQUASH,500,800,"1,000",10-09-2025
RAJASTHAN,SIKAR,BHINDI (LADIES FINGER),"1,300","1,600","3,000",10-09-2025
GUJARAT,JASDAN,SESAME SEED,"7,500","8,600","8,600",10-09-2025
MAHARASHTRA,CHAMORSHI,PADDY LOCAL,"3,700","3,700","3,700",10-09-2025
RAJASTHAN,MERTA CITY,SOUNF,"5,001","6,600","7,900",10-09-2025
CHHATTISGARH,NAVAPARA,PADDY-MAHAMAYA,"1,682","1,842","2,722",10-09-2025
ODISHA,JEYPORE,CABBAGE,"2,850","2,850","2,850",10-09-2025
ODISHA,JUNAGARH,TOMATO,"2,700","3,000","3,000",10-09-2025
RAJASTHAN,BIKANER GRAIN,GUAR SEEDS,"4,294","4,773","4,801",10-09-2025
UTTAR PRADESH,NOIDA APMC,TOMATO,"2,800","2,860","2,860",10-09-2025
CHHATTISGARH,KURUD,PADDY-IR.64,"1,701","1,900","1,905",10-09-2025
RAJASTHAN,BARMER,POTATO,"1,420","1,420","1,420",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,PUMPKIN,"1,000","1,000","1,000",10-09-2025
MAHARASHTRA,AMRAVATI,WHEAT,"2,500","2,700","3,000",10-09-2025
ODISHA,ANANDAPUR,PUMPKIN,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,NIMBAHERA,MUSTARD,"6,399","6,811","6,811",10-09-2025
RAJASTHAN,SIKAR,GUAVA,900,"1,000","1,300",10-09-2025
MAHARASHTRA,SHRIRAMPUR,ONION,965,990,"1,000",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,SPINACH (PALAK),"2,200","2,200","2,200",10-09-2025
RAJASTHAN,JODHPUR F AND V,BOTTLE GOURD,"1,500","1,500","2,800",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,GUAVA,"1,500","1,500","1,500",10-09-2025
TELANGANA,SURYAPETA,PADDY HMT,"1,519","2,339","2,486",10-09-2025
UTTAR PRADESH,NAWABGANJ APMC,WHEAT,"2,500","2,500","2,500",10-09-2025
GUJARAT,MODASA,WHEAT,"2,805","2,835","2,835",10-09-2025
TAMIL NADU,THIRUKOVILUR,GROUNDNUT KERNEL_80 KG(TN),"6,014","9,900","10,038",10-09-2025
UTTAR PRADESH,GOLAGOKARNATH,BANANA,995,"1,000","1,010",10-09-2025
UTTAR PRADESH,MADHOGANJ,WHEAT,"2,480","2,510","2,520",10-09-2025
UTTARAKHAND,HALDWANI,TOMATO,"1,200","1,200","1,200",10-09-2025
ODISHA,ATTABIRA,POINTED GOURD (PARWAL),"2,700","2,700","2,700",10-09-2025
RAJASTHAN,LOONKARANSAR,MOTH,"4,900","5,331","5,331",10-09-2025
RAJASTHAN,NAWALGARH,MUSTARD SEED,"6,300","6,300","6,500",10-09-2025
ANDHRA PRADESH,DENDULURU,LEMON,"1,500","1,500","2,600",10-09-2025
CHHATTISGARH,RAIPUR,PADDY-BPT,"1,726","1,861","1,882",10-09-2025
RAJASTHAN,JODHPUR F AND V,GARLIC,"3,500","3,500","6,000",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,APPLE,"7,500","7,500","7,500",10-09-2025
PUNJAB,FATHEGARH SAHIB,POTATO,600,600,"1,100",10-09-2025
MAHARASHTRA,NAGPUR,CHANA (BENGAL GRAM)-DESI,"5,300","5,700","5,822",10-09-2025
RAJASTHAN,AJMER F AND V,APPLE,"6,000","6,014","6,018",10-09-2025
MAHARASHTRA,KATOL,TUR/ARHAR,"5,800","5,800","5,990",10-09-2025
RAJASTHAN,DEI,MUSTARD,"6,350","6,680","6,770",10-09-2025
RAJASTHAN,SRI VIJAYNAGAR,MUSTARD,"6,434","6,522","6,522",10-09-2025
UTTARAKHAND,VIKASNAGAR,CABBAGE,"1,400","1,500","1,600",10-09-2025
RAJASTHAN,BANDIKUI,MUSTARD,"6,110","6,625","6,730",10-09-2025
ODISHA,ATTABIRA,PUMPKIN,900,900,900,10-09-2025
RAJASTHAN,BHAWANI MANDI,WHEAT,"2,000","2,489","2,489",10-09-2025
RAJASTHAN,MAHUWA MANDAWAR,WHEAT,"2,511","2,537","2,540",10-09-2025
RAJASTHAN,SADULPUR,BAJRA,"2,100","2,200","2,200",10-09-2025
UTTAR PRADESH,NOIDA APMC,CUCUMBER,"2,350","2,610","2,650",10-09-2025
HARYANA,THANESAR,APPLE -RICH RED MEDIUM,"3,000","3,000","5,000",10-09-2025
ODISHA,KENDRAPARA,LESSER YAM,"2,800","2,800","2,800",10-09-2025
RAJASTHAN,IKLERA,CORIANDAR,"6,523","6,532","6,958",10-09-2025
CHHATTISGARH,RAJIM,SWARNA PADDY,"1,810","2,042","2,050",10-09-2025
HARYANA,PANIPAT,CUCUMBER,500,700,700,10-09-2025
RAJASTHAN,BARMER,CHILLI NS 250 BULLET,"3,236","3,236","3,236",10-09-2025
RAJASTHAN,BHINMAL,ONION,"1,600","1,700","1,700",10-09-2025
HARYANA,CH DADRI,MUSTARD,"7,000","7,000","7,000",10-09-2025
ODISHA,JALESWAR,PUMPKIN,"2,000","2,000","2,000",10-09-2025
ODISHA,JALESWAR,POTATO,"2,000","2,000","2,000",10-09-2025
ODISHA,TALCHER,PUMPKIN,"1,600","1,600","1,600",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,CAULIFLOWER,"1,500","1,500","1,500",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,ORANGE,"1,800","1,800","1,800",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,CORIANDAR,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,MAHUWA MANDAWAR,BAJRA,"2,150","2,207","2,207",10-09-2025
TAMIL NADU,AMBASAMUTHIRAM,BANANA OTHERS,100,100,100,10-09-2025
TAMIL NADU,ODDANCHATRAM,LADY FINGER,300,300,300,10-09-2025
TAMIL NADU,THIRUVADANAI,PUMPKIN,300,300,300,10-09-2025
UTTAR PRADESH,ACHNERA,WHEAT,"2,570","2,570","2,570",10-09-2025
UTTAR PRADESH,KHALILABAD,GREEN CHILLI,"2,000","2,000","2,000",10-09-2025
UTTARAKHAND,DEHRADUN,TOMATO,"2,300","2,300","2,300",10-09-2025
UTTARAKHAND,RISHIKESH,POTATO,"1,525","1,525","1,525",10-09-2025
UTTARAKHAND,SITARGANJ,POTATO,"1,000","1,000","1,000",10-09-2025
ODISHA,ATTABIRA,BOTTLE GOURDE,"2,500","2,500","2,500",10-09-2025
ODISHA,BALASORE,PUMPKIN,"1,000","1,000","1,000",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,BOTTLE GOURD,"1,500","1,500","1,500",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-DEVANURU DELUX,"13,000","13,500","14,000",10-09-2025
HARYANA,AMBALA CANTT. APMC,POTATO,800,800,800,10-09-2025
RAJASTHAN,BHINMAL,POTATO,"1,500","1,500","1,600",10-09-2025
RAJASTHAN,GAJSINGHPUR,WHEAT,"2,451","2,605","2,605",10-09-2025
ANDHRA PRADESH,PIDUGURALLA,CHILLI-334,"9,000","13,000","14,500",10-09-2025
UTTARAKHAND,MANGLOUR,APPLE,"2,607","2,610","2,614",10-09-2025
ODISHA,BALASORE,BRINJAL,"3,500","3,500","3,500",10-09-2025
ODISHA,BALASORE,LADY FINGER,"3,500","3,500","3,500",10-09-2025
TAMIL NADU,VIKIRAVANDI,BAJRA,"2,489","2,871","2,877",10-09-2025
UTTARAKHAND,GADARPUR,PADDY-J.J,"1,900","1,900","1,900",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,CHANA (BENGAL GRAM),"5,005","5,005","5,710",10-09-2025
RAJASTHAN,CHOTTISADRI,SOYABEANS,"3,481","3,821","4,350",10-09-2025
UTTAR PRADESH,SULTANPUR,WHEAT,"2,500","2,500","2,500",10-09-2025
GUJARAT,RAJKOT,CHANA GRAM,"4,520","4,520","5,510",10-09-2025
MAHARASHTRA,NER PARASOPANT,TUR/ARHAR,"5,895","6,120","6,125",10-09-2025
ODISHA,BETNOTI,PUMPKIN,800,800,800,10-09-2025
RAJASTHAN,MERTA CITY,CHANA (BENGAL GRAM),"5,001","5,490","5,545",10-09-2025
RAJASTHAN,NIWAI,CHANA (BENGAL GRAM),"5,350","5,350","5,560",10-09-2025
UTTAR PRADESH,MEERUT,GREEN CHILLI,"2,300","2,500","2,500",10-09-2025
ODISHA,JATNI,CABBAGE,"2,050","2,050","2,050",10-09-2025
RAJASTHAN,NAGOUR,SOUNF,"4,000","6,000","7,500",10-09-2025
RAJASTHAN,SANGARIYA,WHEAT,"2,535","2,545","2,546",10-09-2025
MAHARASHTRA,BABHULGAON,SOYABEANS,"1,500","4,375","4,575",10-09-2025
JAMMU AND KASHMIR,PARIMPORA SGR,APPLE,"5,800","5,800","5,800",10-09-2025
ODISHA,RAYAGADA,DRUMSTICK,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,KEKRI,MUSTARD,"6,121","6,550","6,801",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,PAPAYA,"2,400","2,400","2,400",10-09-2025
UTTAR PRADESH,SAHIYAPUR,BOTTLE GOURD,"1,525","1,525","1,525",10-09-2025
UTTARAKHAND,VIKASNAGAR,BOTTLE GOURD,"1,500","1,500","1,600",10-09-2025
UTTARAKHAND,VIKASNAGAR,CARROT,"1,500","1,600","1,600",10-09-2025
UTTARAKHAND,VIKASNAGAR,TOMATO,"1,300","1,600","1,600",10-09-2025
ANDHRA PRADESH,KURNOOL,BAJRA,"2,020","2,105","2,105",10-09-2025
MAHARASHTRA,CHAMORSHI,PADDY-JAI SRIRAM,"3,000","3,000","3,560",10-09-2025
RAJASTHAN,LALSOT,MUSTARD,"6,695","6,735","6,801",10-09-2025
RAJASTHAN,RAMGANJ MANDI,CHANA GRAM,"5,245","5,391","5,502",10-09-2025
RAJASTHAN,UDAIPUR F AND V,CABBAGE,"1,500","1,750","2,000",10-09-2025
UTTAR PRADESH,HAPUR,JAGGERY,"4,500","4,500","4,500",10-09-2025
HARYANA,ELLANABAD,MOONG WHOLE (GREEN GRAM),"3,405","5,295","6,245",10-09-2025
RAJASTHAN,BIKANER F AND V,BOTTLE GOURD,"1,750","1,750","1,800",10-09-2025
RAJASTHAN,CHOMU F AND V,CAULIFLOWER,"3,515","3,550","3,640",10-09-2025
RAJASTHAN,JODHPUR F AND V,RIDGE GOURD (TURAI),"2,900","3,000","3,400",10-09-2025
RAJASTHAN,KHANPUR,CHANA (BENGAL GRAM)-DESI,"5,201","5,681","5,749",10-09-2025
TAMIL NADU,NATHAM,BANANA,300,300,300,10-09-2025
HIMACHAL PRADESH,PALAMPUR,TOMATO,"2,500","2,500","2,500",10-09-2025
MAHARASHTRA,AHILYANAGAR,URAD (BLACK GRAM),"6,080","6,125","6,320",10-09-2025
ODISHA,ATTABIRA,IVY GOURD (KUNDRU),"2,500","2,500","2,500",10-09-2025
RAJASTHAN,UDAIPUR F AND V,GUAVA,"2,000","2,000","3,000",10-09-2025
UTTAR PRADESH,UNNAO APMC,POTATO,"1,108","1,115","1,115",10-09-2025
RAJASTHAN,CHOMU F AND V,BOTTLE GOURD,"2,710","2,750","2,750",10-09-2025
GUJARAT,NAVSARI APMC,ONION RED,"1,500","1,500","1,500",10-09-2025
MADHYA PRADESH,JABALPUR,TUR/ARHAR,"4,305","5,365","5,875",10-09-2025
RAJASTHAN,SRI VIJAYNAGAR,WHEAT,"2,567","2,597","2,648",10-09-2025
UTTARAKHAND,VIKASNAGAR,CUCUMBER,"1,400","1,600","1,600",10-09-2025
UTTARAKHAND,VIKASNAGAR,BITTER GOURD,"1,600","1,600","1,700",10-09-2025
ANDHRA PRADESH,DUGGIRALA,TURMERIC FINGER,"8,500","10,400","10,400",10-09-2025
HARYANA,PANIPAT,CABBAGE,600,600,800,10-09-2025
MADHYA PRADESH,DAMOH,CHANA (BENGAL GRAM)-DESI,"5,500","6,200","6,325",10-09-2025
RAJASTHAN,CHOMU F AND V,APPLE,"6,520","6,520","7,020",10-09-2025
CHHATTISGARH,KAWARADHA,SOYABEANS,"4,000","4,010","4,020",10-09-2025
CHHATTISGARH,MUNGELI,PADDY-MAHAMAYA,"1,767","1,786","2,037",10-09-2025
CHHATTISGARH,NAVAPARA,SWARNA PADDY,"1,558","1,990","2,036",10-09-2025
HARYANA,HANSI,ONION,"1,500","2,000","2,500",10-09-2025
ODISHA,PATNAGARH,WATER MELON,"1,400","1,400","1,400",10-09-2025
RAJASTHAN,SIKAR,RIDGE GOURD (TURAI),"2,000","4,000","4,800",10-09-2025
UTTAR PRADESH,NOIDA APMC,BRINJAL,"2,800","2,840","3,450",10-09-2025
RAJASTHAN,KHAIRTHAL,BAJRA-LOCAL,"1,540","1,600","2,000",10-09-2025
RAJASTHAN,NIMBAHERA,GROUND NUT,"4,251","4,600","5,250",10-09-2025
TELANGANA,SURYAPETA,REDGRAM-RED,"4,052","4,052","6,009",10-09-2025
ODISHA,JALESWAR,IVY GOURD (KUNDRU),"2,000","2,000","2,000",10-09-2025
ODISHA,JALESWAR,LADY FINGER,"4,800","4,800","4,800",10-09-2025
ODISHA,RAYAGADA,BRINJAL-HYBRID,"2,500","2,500","2,500",10-09-2025
RAJASTHAN,DOONI,WHEAT,"2,450","2,520","2,530",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,POMEGRANATE,"13,000","13,000","13,000",10-09-2025
TAMIL NADU,KALAVAI,PADDY(75 KG),"1,204","1,699","1,763",10-09-2025
UTTAR PRADESH,BANGARMAU,WHEAT,"2,550","2,550","2,550",10-09-2025
UTTAR PRADESH,HASANPUR APMC,POTATO,"1,000","1,000","1,000",10-09-2025
MAHARASHTRA,VANI,TUR/ARHAR,"3,000","6,140","6,165",10-09-2025
ODISHA,BALUGAON,BRINJAL,"2,500","2,500","2,560",10-09-2025
PUNJAB,ABOHAR,COTTON,"4,600","5,905","6,721",10-09-2025
RAJASTHAN,BIKANER F AND V,CUCUMBER,"1,940","2,000","2,000",10-09-2025
RAJASTHAN,JODHPUR F AND V,BITTER GOURD,"1,500","2,000","3,000",10-09-2025
TAMIL NADU,VIRUDHACHALAM,MAIZE,"2,101","2,101","2,333",10-09-2025
TELANGANA,NIZAMABAD,TURMERIC BULB,"8,089","8,089","10,701",10-09-2025
UTTAR PRADESH,BARABANKI,PUMPKIN,"1,545","1,550","1,555",10-09-2025
ANDHRA PRADESH,PALAMANER,CABBAGE,600,600,800,10-09-2025
HARYANA,SIRSA,AMERICAN-COTTON,"6,100","6,570","6,570",10-09-2025
HIMACHAL PRADESH,BHUNTAR,APPLE,"1,000","5,400","6,000",10-09-2025
RAJASTHAN,SIKAR,SWEET CORN,"1,300","2,000","2,000",10-09-2025
UTTAR PRADESH,NOIDA APMC,BOTTLE GOURD,"2,230","2,400","3,410",10-09-2025
UTTAR PRADESH,SAHARANPUR,BRINJAL,"1,900","2,000","2,250",10-09-2025
UTTARAKHAND,HARIDWAR,RADDISH,930,930,930,10-09-2025
ANDHRA PRADESH,PIDUGURALLA,CHILLI-TEJA,"10,000","14,500","15,300",10-09-2025
RAJASTHAN,BHINMAL,APPLE,"3,850","3,900","4,000",10-09-2025
RAJASTHAN,BIKANER F AND V,MOUSAMBI,"2,430","2,580","2,600",10-09-2025
TELANGANA,KESAMUDRAM,GREEN GRAM,"3,129","5,033","6,189",10-09-2025
UTTARAKHAND,HARIDWAR,BOTTLE GOURD,"1,030","1,030","1,040",10-09-2025
HARYANA,GURGAON,BHINDI (LADIES FINGER),"1,958","1,958","2,558",10-09-2025
HARYANA,PANIPAT,GREEN CHILLI,500,800,800,10-09-2025
RAJASTHAN,NOKHA,GUAR SEEDS,"4,800","4,800","4,900",10-09-2025
UTTARAKHAND,HARIDWAR,PUMPKIN,880,880,880,10-09-2025
MAHARASHTRA,JALNA,WHEAT,"2,600","2,600","2,600",10-09-2025
RAJASTHAN,JODHPUR F AND V,TINDA,"2,000","2,000","3,000",10-09-2025
RAJASTHAN,RAWLA,MUSTARD,"5,950","6,565","6,765",10-09-2025
RAJASTHAN,UDAIPUR F AND V,APPLE,"4,000","4,000","8,000",10-09-2025
RAJASTHAN,UDAIPUR F AND V,ARBI (COLACASIA),"1,200","1,600","1,600",10-09-2025
UTTAR PRADESH,CHANDAUSI,GREEN CHILLI,"2,740","2,750","2,790",10-09-2025
UTTAR PRADESH,GORAKHPUR,BOTTLE GOURD,710,710,720,10-09-2025
RAJASTHAN,GOLUWALA,WHEAT,"2,593","2,596","2,596",10-09-2025
UTTAR PRADESH,SAHARANPUR,BOTTLE GOURD,"1,150","1,200","1,500",10-09-2025
GUJARAT,HALVAD,SESAME SEED,"9,588","9,666","9,852",10-09-2025
TELANGANA,WANAPARTHY TOWN,GROUND NUT NEW,"4,451","5,384","5,899",10-09-2025
UTTAR PRADESH,MAURANIPUR,CHANA (BENGAL GRAM)-DESI,"5,308","5,308","5,308",10-09-2025
MADHYA PRADESH,GADARWARA,CHANA,"5,470","5,730","5,811",10-09-2025
RAJASTHAN,JODHPUR F AND V,ONION RED,800,800,"1,200",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,COCONUT,"3,100","3,100","3,100",10-09-2025
UTTARAKHAND,RUDRAPUR,ONION,"1,400","1,400","1,400",10-09-2025
HARYANA,AMBALA CANTT. APMC,ONION,"1,300","1,300","1,300",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,BAJRA,"2,200","2,200","2,200",10-09-2025
HARYANA,GURGAON,BOTTLE GOURD,"1,000","1,355","1,355",10-09-2025
MAHARASHTRA,CHANDUR BAZAR,SOYA-YELLOW,"4,090","4,090","4,200",10-09-2025
MAHARASHTRA,JALNA,JOWAR,"2,625","2,625","2,625",10-09-2025
ODISHA,BIRAMAHARAJPUR,PUMPKIN,800,800,800,10-09-2025
ODISHA,JALESWAR,BRINJAL,"4,500","4,500","4,500",10-09-2025
ODISHA,RAYAGADA,CAULIFLOWER,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,NOHAR,MOONG WHOLE (GREEN GRAM),"2,300","5,200","5,800",10-09-2025
RAJASTHAN,PADAMPUR,CHANA (BENGAL GRAM)-DESI,"4,900","5,491","5,590",10-09-2025
UTTARAKHAND,HARIDWAR,LADY FINGER,"1,530","1,530","1,530",10-09-2025
ANDHRA PRADESH,KADAPA,TURMERIC BULB,"10,252","10,252","10,399",10-09-2025
ODISHA,BALUGAON,BANANA,"1,500","1,500","1,560",10-09-2025
RAJASTHAN,AJMER F AND V,GUAVA,"2,700","2,706","2,706",10-09-2025
RAJASTHAN,BHINMAL,TOMATO,"1,400","1,750","1,800",10-09-2025
RAJASTHAN,KAPASAN,WHEAT,"2,550","2,620","2,740",10-09-2025
HARYANA,ELLANABAD,APPLE,"2,700","9,000","9,000",10-09-2025
HIMACHAL PRADESH,DHALLI SHIMLA,APPLE,"10,000","10,000","10,000",10-09-2025
RAJASTHAN,AJMER F AND V,SWEET LEMON (MOSAMBI),"3,800","3,800","3,810",10-09-2025
RAJASTHAN,JALORE,TOMATO,"1,500","2,500","2,500",10-09-2025
ODISHA,BAHADAJHOLA,LADY FINGER,"4,875","5,000","5,000",10-09-2025
RAJASTHAN,PRATAPGARH RJ,LINSEED,"7,445","7,622","7,622",10-09-2025
RAJASTHAN,SADULSHAHAR,MUSTARD SEED,"6,457","6,567","6,638",10-09-2025
UTTAR PRADESH,ACHHALDA APMC,WHEAT,"2,400","2,400","2,401",10-09-2025
HARYANA,SIRSA,GHERKIN,"2,500","2,600","2,800",10-09-2025
HARYANA,THANESAR,CAULIFLOWER,"2,000","2,500","2,500",10-09-2025
MAHARASHTRA,WAI,ONION,500,"1,650","2,010",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,SWEET LEMON (MOSAMBI),"4,000","4,000","4,000",10-09-2025
RAJASTHAN,SUMERPUR,CASTOR SEED,"6,248","6,250","6,320",10-09-2025
TAMIL NADU,TINDIVANAM,GROUNDNUT KERNEL_80 KG(TN),"6,667","7,174","10,224",10-09-2025
TELANGANA,NIZAMABAD,GINGILY (SESAME SEED)- WHITE,"8,558","10,379","10,455",10-09-2025
UTTARAKHAND,DEHRADUN,BRINJAL,"1,300","1,300","1,300",10-09-2025
GUJARAT,KALOL,CASTOR SEED,"6,480","6,490","6,505",10-09-2025
HARYANA,BARWALA HISAR,POTATO,"1,000","1,000","1,000",10-09-2025
HARYANA,PANIPAT,SWEET LEMON (MOSAMBI),"2,100","2,300","2,400",10-09-2025
ODISHA,JALESWAR,POINTED GOURD (PARWAL),"5,000","5,000","5,000",10-09-2025
RAJASTHAN,BARMER,TOMATO,"3,525","3,525","3,525",10-09-2025
RAJASTHAN,BHARATPUR,BAJRA,"1,700","1,895","2,581",10-09-2025
RAJASTHAN,BHINMAL,BANANA,"2,800","2,950","3,000",10-09-2025
RAJASTHAN,BIKANER GRAIN,CHANA (BENGAL GRAM)-DESI,"4,801","5,652","5,895",10-09-2025
RAJASTHAN,CHOMEHLA,SOYABEANS,"4,240","4,240","4,325",10-09-2025
RAJASTHAN,KEKRI,WHEAT,"2,451","2,534","2,561",10-09-2025
TAMIL NADU,VIRUDHACHALAM,BAJRA-LOCAL,"2,188","2,188","2,500",10-09-2025
UTTAR PRADESH,MUSKERA,WHEAT,"2,500","2,500","2,500",10-09-2025
UTTARAKHAND,HARIDWAR,LEMON,"1,740","1,740","1,740",10-09-2025
ODISHA,BARIPADA,PUMPKIN,"1,000","1,000","1,000",10-09-2025
RAJASTHAN,KESRISINGHPUR,GUAR SEEDS,"4,100","4,600","4,600",10-09-2025
RAJASTHAN,KESRISINGHPUR,MOONG WHOLE (GREEN GRAM),"5,051","5,557","5,800",10-09-2025
RAJASTHAN,LOONKARANSAR,WHEAT,"2,571","2,571","2,678",10-09-2025
RAJASTHAN,PRATAPGARH RJ,FENUGREEK (WHOLE),"3,396","4,490","4,920",10-09-2025
UTTAR PRADESH,NAJIBABAD APMC,TOMATO,"1,890","1,900","1,920",10-09-2025
CHHATTISGARH,BHATAPARA,PADDY-HMT,"2,200","2,300","2,500",10-09-2025
CHHATTISGARH,RAJNANDGAON,CHANA GRAM,"4,111","5,450","5,470",10-09-2025
ODISHA,BAHADAJHOLA,CAULIFLOWER,"4,850","5,000","5,000",10-09-2025
ODISHA,PARALAKHEMUNDI,RAW BANANA,"1,500","1,500","1,500",10-09-2025
RAJASTHAN,BANDIKUI,WHEAT,"2,448","2,580","2,590",10-09-2025
RAJASTHAN,LOONKARANSAR,MUSTARD,"5,900","5,900","5,900",10-09-2025
RAJASTHAN,UDAIPUR F AND V,CAPSICUM,"4,000","4,000","5,000",10-09-2025
TAMIL NADU,VIRUDHACHALAM,URAD (BLACK GRAM),"2,489","6,851","6,951",10-09-2025
TELANGANA,WARANGAL,TURMERIC FINGER,"4,445","9,069","10,359",10-09-2025
WEST BENGAL,KARIMPUR SUBMARKET YARD,POINTED GOURD (PARWAL),"2,820","2,820","2,820",10-09-2025
HARYANA,BARWALA HISAR,APPLE,"2,000","7,000","12,000",10-09-2025
HARYANA,GURGAON,CUCUMBER,"1,355","2,255","2,255",10-09-2025
MAHARASHTRA,NAGPUR,SOYABEANS,"4,125","4,125","4,350",10-09-2025
ODISHA,BAHADAJHOLA,CUCUMBER,"2,695","2,695","3,000",10-09-2025
RAJASTHAN,UDAIPUR F AND V,BOTTLE GOURD,"2,000","2,000","3,250",10-09-2025
UTTAR PRADESH,GURSARAI,WHEAT,"2,510","2,510","2,510",10-09-2025
UTTAR PRADESH,SAHARANPUR,BITTER GOURD,"2,100","2,400","2,500",10-09-2025
HARYANA,PANIPAT,SPONGE GOURD,500,600,750,10-09-2025
RAJASTHAN,BARMER,CUCUMBER,"3,030","3,030","3,030",10-09-2025
GUJARAT,WANKANER APMC,WHEAT,"2,539","2,595","2,619",10-09-2025
HARYANA,BARWALA HISAR,ONION,"1,700","1,800","1,800",10-09-2025
HARYANA,GURGAON,BANANA,"2,255","2,255","2,255",10-09-2025
HARYANA,NARAINGARH APMC,POTATO,800,"1,050","1,050",10-09-2025
HARYANA,TARAORI,PADDY-BASMATI1121,"2,380","2,380","2,380",10-09-2025
MADHYA PRADESH,BINA,MASOOR,"6,011","6,486","6,540",10-09-2025
ODISHA,ANGUL,PAPAYA,610,610,610,10-09-2025
ODISHA,JALESWAR,TOMATO,"3,200","3,200","3,200",10-09-2025
ODISHA,RAYAGADA,CABBAGE,"1,500","1,500","1,500",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,CUSTARD APPLE,"3,000","3,000","3,000",10-09-2025
TAMIL NADU,VILLUPURAM,COTTON,"3,499","8,110","8,110",10-09-2025
UTTAR PRADESH,BANGARMAU,MAIZE-NEW,"2,050","2,055","2,055",10-09-2025
UTTARAKHAND,HARIDWAR,GINGER,"1,730","1,730","1,730",10-09-2025
UTTARAKHAND,ROORKEE,CUCUMBER,"1,300","1,300","1,300",10-09-2025
WEST BENGAL,NAKASHIPARA KRISHAK BAZAR,MARI GOLD,"6,230","6,250","6,275",10-09-2025
JAMMU AND KASHMIR,HANDWARA,APPLE,"5,450","6,550","6,700",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KHURAI,SOYABEANS,"4,250","4,250","4,345",10-09-2025
RAJASTHAN,SIKAR,CAULIFLOWER,"2,800","4,500","5,000",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,CAULIFLOWER,"4,000","4,000","4,000",10-09-2025
TELANGANA,BHAINSA,SESAME SEED,"8,259","9,877","10,339",10-09-2025
HARYANA,THANESAR,SWEET LEMON (MOSAMBI),"3,000","3,000","3,500",10-09-2025
UTTARAKHAND,KASHIPUR,TOMATO,"1,400","1,700","2,200",10-09-2025
HARYANA,HANSI,MOUSAMBI,"3,000","3,000","4,000",10-09-2025
ODISHA,BAHADAJHOLA,BRINJAL,"3,850","3,850","4,000",10-09-2025
RAJASTHAN,BIKANER F AND V,LEMON,"3,980","3,990","4,000",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,CABBAGE,"1,700","1,700","1,700",10-09-2025
TELANGANA,JANGAON,MAIZE LOCAL,"1,911","2,051","2,051",10-09-2025
MADHYA PRADESH,JABALPUR,MUSTARD,"5,805","6,305","6,785",10-09-2025
RAJASTHAN,FATEHNAGAR,MUSTARD,"6,615","6,841","6,841",10-09-2025
RAJASTHAN,SIKAR,POMEGRANATE,"4,600","4,600","6,000",10-09-2025
UTTARAKHAND,RAMNAGAR,POTATO,800,800,800,10-09-2025
HARYANA,LADWA,PADDY-BASMATI,"2,050","3,100","3,100",10-09-2025
MAHARASHTRA,MALKAPUR,SOYABEANS,"3,695","4,445","6,500",10-09-2025
